Año,Día,Hora,SentidoNorte,SentidoSur
2022,121,11,1264,905
2022,121,12,1184,1098
2022,121,13,1708,1711
2022,121,14,1709,1987
2022,121,15,2174,2629
2022,121,16,3002,2903
2022,121,17,3229,3189
2022,121,18,3821,4242
2022,121,19,3149,3496
2022,121,20,2851,2512
2022,121,21,1626,2077
2022,121,22,1212,1209
2022,121,23,1347,831
2022,122,0,118,178
2022,122,1,180,153
2022,122,2,70,70
2022,122,3,78,81
2022,122,4,115,118
2022,122,5,325,219
2022,122,6,728,728
2022,122,7,1816,1950
2022,122,8,1903,2027
2022,122,9,1869,1700
2022,122,10,1532,1266
2022,122,11,1625,935
2022,122,12,906,1448
2022,122,13,1403,1419
2022,122,14,1794,2287
2022,122,15,2073,2318
2022,122,16,2897,2545
2022,122,17,3702,3563
2022,122,18,3705,3728
2022,122,19,3929,3490
2022,122,20,2741,2722
2022,122,21,1577,1618
2022,122,22,1131,1701
2022,122,23,1225,1173
2022,123,0,357,324
2022,123,1,206,103
2022,123,2,75,72
2022,123,3,74,89
2022,123,4,86,68
2022,123,5,371,332
2022,123,6,865,922
2022,123,7,1826,1375
2022,123,8,1879,2342
2022,123,9,1820,2035
2022,123,10,1734,1448
2022,123,11,1680,1373
2022,123,12,1074,861
2022,123,13,1434,1179
2022,123,14,1658,2324
2022,123,15,2751,2867
2022,123,16,3225,3050
2022,123,17,3418,3554
2022,123,18,4448,3519
2022,123,19,3621,3076
2022,123,20,2395,2781
2022,123,21,2416,1646
2022,123,22,1596,1241
2022,123,23,545,734
2022,124,0,264,161
2022,124,1,202,225
2022,124,2,87,58
2022,124,3,53,89
2022,124,4,57,132
2022,124,5,357,367
2022,124,6,868,926
2022,124,7,1638,1183
2022,124,8,2076,2271
2022,124,9,1287,1730
2022,124,10,1427,1313
2022,124,11,1673,1399
2022,124,12,1561,915
2022,124,13,1854,1969
2022,124,14,1631,2016
2022,124,15,2848,2197
2022,124,16,3019,2708
2022,124,17,3847,3801
2022,124,18,3731,4012
2022,124,19,3076,3129
2022,124,20,2327,2280
2022,124,21,2402,1618
2022,124,22,1817,1735
2022,124,23,1139,1234
2022,125,0,140,273
2022,125,1,229,180
2022,125,2,65,80
2022,125,3,91,68
2022,125,4,125,95
2022,125,5,229,359
2022,125,6,967,612
2022,125,7,1135,1789
2022,125,8,2350,1908
2022,125,9,1300,1645
2022,125,10,1356,1560
2022,125,11,1049,1162
2022,125,12,1194,906
2022,125,13,1801,1272
2022,125,14,2100,1791
2022,125,15,2241,2777
2022,125,16,3380,3054
2022,125,17,3571,3628
2022,125,18,4381,3947
2022,125,19,3050,3154
2022,125,20,2556,2727
2022,125,21,2396,1731
2022,125,22,1715,1367
2022,125,23,568,1307
2022,126,0,127,221
2022,126,1,213,212
2022,126,2,64,72
2022,126,3,75,60
2022,126,4,119,120
2022,126,5,364,380
2022,126,6,631,587
2022,126,7,1166,1374
2022,126,8,2143,1572
2022,126,9,2167,1844
2022,126,10,1213,1589
2022,126,11,1652,1331
2022,126,12,1023,1468
2022,126,13,1600,1929
2022,126,14,1708,2226
2022,126,15,2825,2355
2022,126,16,2892,3452
2022,126,17,3779,3156
2022,126,18,4229,4167
2022,126,19,3467,3496
2022,126,20,2235,2473
2022,126,21,1697,2124
2022,126,22,1056,1512
2022,126,23,1261,691
2022,127,0,240,133
2022,127,1,70,177
2022,127,2,90,87
2022,127,3,83,84
2022,127,4,106,63
2022,127,5,317,230
2022,127,6,792,719
2022,127,7,1080,1220
2022,127,8,2104,2287
2022,127,9,1845,1827
2022,127,10,1791,1474
2022,127,11,1002,1284
2022,127,12,903,1576
2022,127,13,1259,1425
2022,127,14,2338,1787
2022,127,15,2101,2294
2022,127,16,2682,2903
2022,127,17,3886,3823
2022,127,18,3806,3534
2022,127,19,3925,3509
2022,127,20,2445,2083
2022,127,21,1977,1678
2022,127,22,1155,1721
2022,127,23,679,919
2022,128,0,160,254
2022,128,1,132,149
2022,128,2,78,95
2022,128,3,57,58
2022,128,4,56,147
2022,128,5,289,330
2022,128,6,665,876
2022,128,7,1266,1486
2022,128,8,1958,1854
2022,128,9,1515,1631
2022,128,10,1590,1217
2022,128,11,1539,1242
2022,128,12,1168,1386
2022,128,13,1756,1250
2022,128,14,2102,1750
2022,128,15,2278,2327
2022,128,16,2848,2901
2022,128,17,3581,3112
2022,128,18,3863,4347
2022,128,19,3208,3355
2022,128,20,2520,2834
2022,128,21,1911,2490
2022,128,22,1468,1484
2022,128,23,772,1357
2022,129,0,362,230
2022,129,1,106,209
2022,129,2,99,91
2022,129,3,56,61
2022,129,4,113,117
2022,129,5,326,211
2022,129,6,574,699
2022,129,7,1475,1370
2022,129,8,2440,2057
2022,129,9,1280,1895
2022,129,10,1596,1093
2022,129,11,1038,1214
2022,129,12,1403,1214
2022,129,13,1596,1663
2022,129,14,2136,1996
2022,129,15,2547,2291
2022,129,16,2628,3387
2022,129,17,3263,3772
2022,129,18,3953,4254
2022,129,19,3868,3681
2022,129,20,2009,2147
2022,129,21,1998,1504
2022,129,22,1345,1036
2022,129,23,664,845
2022,130,0,114,249
2022,130,1,208,64
2022,130,2,79,53
2022,130,3,87,98
2022,130,4,122,55
2022,130,5,313,200
2022,130,6,687,839
2022,130,7,1412,1787
2022,130,8,1576,1635
2022,130,9,1676,1788
2022,130,10,1478,1358
2022,130,11,1137,1279
2022,130,12,1226,1590
2022,130,13,1309,1222
2022,130,14,2325,1537
2022,130,15,2769,2923
2022,130,16,2918,3113
2022,130,17,3873,3506
2022,130,18,4248,3721
2022,130,19,3439,3015
2022,130,20,2641,2996
2022,130,21,2248,1730
2022,130,22,1265,1866
2022,130,23,1358,819
2022,131,0,279,160
2022,131,1,83,150
2022,131,2,71,86
2022,131,3,91,51
2022,131,4,94,79
2022,131,5,354,281
2022,131,6,691,986
2022,131,7,1608,1716
2022,131,8,1656,1649
2022,131,9,2200,2034
2022,131,10,1205,1187
2022,131,11,1146,980
2022,131,12,971,1231
2022,131,13,1519,1083
2022,131,14,1742,1559
2022,131,15,2851,2750
2022,131,16,2632,3041
2022,131,17,3606,3215
2022,131,18,4149,3951
2022,131,19,3993,3243
2022,131,20,2000,2034
2022,131,21,1739,2059
2022,131,22,1994,1263
2022,131,23,717,1110
2022,132,0,351,345
2022,132,1,146,195
2022,132,2,76,91
2022,132,3,64,79
2022,132,4,90,109
2022,132,5,296,335
2022,132,6,924,598
2022,132,7,1332,1860
2022,132,8,1684,1934
2022,132,9,1741,1853
2022,132,10,1631,1402
2022,132,11,1475,1640
2022,132,12,1407,833
2022,132,13,1715,1156
2022,132,14,2009,2318
2022,132,15,2459,3000
2022,132,16,3364,2843
2022,132,17,3109,3572
2022,132,18,4449,4109
2022,132,19,3075,3749
2022,132,20,2089,2578
2022,132,21,2318,2145
2022,132,22,1799,1518
2022,132,23,664,1167
2022,133,0,363,291
2022,133,1,115,65
2022,133,2,80,76
2022,133,3,51,80
2022,133,4,144,87
2022,133,5,376,299
2022,133,6,625,794
2022,133,7,1393,1506
2022,133,8,2205,1597
2022,133,9,2117,1540
2022,133,10,1418,1337
2022,133,11,1360,1078
2022,133,12,1076,1036
2022,133,13,1005,1247
2022,133,14,1607,1514
2022,133,15,2541,2519
2022,133,16,3205,3442
2022,133,17,3703,3299
2022,133,18,3993,4042
2022,133,19,3986,3826
2022,133,20,2456,2246
2022,133,21,1925,2383
2022,133,22,1170,1367
2022,133,23,1193,1039
2022,134,0,330,182
2022,134,1,138,209
2022,134,2,67,75
2022,134,3,87,97
2022,134,4,149,136
2022,134,5,309,295
2022,134,6,897,806
2022,134,7,1463,1844
2022,134,8,1724,2457
2022,134,9,1401,1682
2022,134,10,1515,1709
2022,134,11,1346,1038
2022,134,12,1492,1055
2022,134,13,1786,1780
2022,134,14,2287,1838
2022,134,15,2963,2831
2022,134,16,2568,2638
2022,134,17,3954,3881
2022,134,18,4010,4080
2022,134,19,3141,3656
2022,134,20,2789,2061
2022,134,21,2194,1535
2022,134,22,1668,1979
2022,134,23,1000,705
2022,135,0,348,360
2022,135,1,139,66
2022,135,2,75,60
2022,135,3,78,82
2022,135,4,106,145
2022,135,5,264,320
2022,135,6,755,576
2022,135,7,1080,1920
2022,135,8,2491,2245
2022,135,9,1879,1842
2022,135,10,1444,1561
2022,135,11,990,1113
2022,135,12,800,1126
2022,135,13,1962,1695
2022,135,14,2431,2159
2022,135,15,2686,2364
2022,135,16,2824,3359
2022,135,17,3141,3172
2022,135,18,3593,3989
2022,135,19,3654,3976
2022,135,20,2157,2478
2022,135,21,2378,2364
2022,135,22,1151,1743
2022,135,23,956,831
2022,136,0,306,114
2022,136,1,67,220
2022,136,2,93,51
2022,136,3,82,95
2022,136,4,90,131
2022,136,5,349,233
2022,136,6,900,925
2022,136,7,1486,1398
2022,136,8,1794,2403
2022,136,9,1294,1663
2022,136,10,1435,1216
2022,136,11,1695,1495
2022,136,12,1016,1495
2022,136,13,1383,1656
2022,136,14,2271,2198
2022,136,15,2982,2905
2022,136,16,3326,3211
2022,136,17,3051,3191
2022,136,18,4310,4251
2022,136,19,3141,3598
2022,136,20,2757,2130
2022,136,21,1822,1503
2022,136,22,1387,1490
2022,136,23,1338,580
2022,137,0,263,235
2022,137,1,239,230
2022,137,2,88,57
2022,137,3,86,66
2022,137,4,99,50
2022,137,5,363,200
2022,137,6,628,514
2022,137,7,1090,1955
2022,137,8,1694,2175
2022,137,9,1869,1303
2022,137,10,1534,1678
2022,137,11,1526,1652
2022,137,12,1593,1351
2022,137,13,1434,1197
2022,137,14,2407,1682
2022,137,15,2935,2524
2022,137,16,3052,2836
2022,137,17,3662,3871
2022,137,18,4152,4317
2022,137,19,3885,3628
2022,137,20,2659,2551
2022,137,21,2020,2259
2022,137,22,1315,1185
2022,137,23,584,1460
2022,138,0,261,308
2022,138,1,182,71
2022,138,2,52,95
2022,138,3,69,87
2022,138,4,85,128
2022,138,5,278,256
2022,138,6,929,889
2022,138,7,1797,1699
2022,138,8,2336,1997
2022,138,9,2162,1341
2022,138,10,1063,1627
2022,138,11,906,1630
2022,138,12,1352,1205
2022,138,13,1544,1029
2022,138,14,2026,1826
2022,138,15,2061,2035
2022,138,16,2716,2586
2022,138,17,3190,3580
2022,138,18,3987,3725
2022,138,19,3177,3179
2022,138,20,2456,2046
2022,138,21,1694,2341
2022,138,22,1646,1729
2022,138,23,1467,794
2022,139,0,390,246
2022,139,1,75,171
2022,139,2,79,82
2022,139,3,66,64
2022,139,4,76,129
2022,139,5,230,240
2022,139,6,547,647
2022,139,7,1771,1211
2022,139,8,2123,1621
2022,139,9,2028,1905
2022,139,10,1141,1389
2022,139,11,1299,1019
2022,139,12,1021,1489
2022,139,13,1180,1930
2022,139,14,1820,1725
2022,139,15,2349,2639
2022,139,16,2525,3366
2022,139,17,3453,3715
2022,139,18,3760,3661
2022,139,19,3127,3383
2022,139,20,2065,2040
2022,139,21,2289,1542
2022,139,22,1492,1094
2022,139,23,1406,790
2022,140,0,263,324
2022,140,1,51,51
2022,140,2,88,74
2022,140,3,100,83
2022,140,4,82,103
2022,140,5,236,367
2022,140,6,542,564
2022,140,7,1925,1235
2022,140,8,1908,1702
2022,140,9,1394,2009
2022,140,10,1229,1440
2022,140,11,1000,950
2022,140,12,1247,1150
2022,140,13,1668,1783
2022,140,14,1703,2016
2022,140,15,2151,2190
2022,140,16,3233,3065
2022,140,17,3505,3426
2022,140,18,4112,3649
2022,140,19,3101,3126
2022,140,20,2782,2762
2022,140,21,1737,1568
2022,140,22,1439,1720
2022,140,23,757,814
2022,141,0,279,194
2022,141,1,241,237
2022,141,2,71,85
2022,141,3,53,70
2022,141,4,65,114
2022,141,5,274,392
2022,141,6,917,766
2022,141,7,1579,1449
2022,141,8,1929,2207
2022,141,9,1864,1755
2022,141,10,1594,1126
2022,141,11,1148,1290
2022,141,12,1461,1516
2022,141,13,1859,1702
2022,141,14,2167,1649
2022,141,15,2419,2201
2022,141,16,2918,3193
2022,141,17,3130,3924
2022,141,18,4247,4305
2022,141,19,3259,3376
2022,141,20,2558,2278
2022,141,21,1765,2489
2022,141,22,1395,1472
2022,141,23,1225,897
2022,142,0,399,155
2022,142,1,160,143
2022,142,2,82,91
2022,142,3,92,63
2022,142,4,70,112
2022,142,5,397,363
2022,142,6,795,633
2022,142,7,1891,1044
2022,142,8,1910,1627
2022,142,9,2114,2091
2022,142,10,1726,1552
2022,142,11,1346,1516
2022,142,12,995,1067
2022,142,13,1799,1973
2022,142,14,2263,1661
2022,142,15,2601,2311
2022,142,16,3219,3049
2022,142,17,3387,3486
2022,142,18,3936,3897
2022,142,19,3927,3524
2022,142,20,2777,2795
2022,142,21,1754,2089
2022,142,22,1569,1737
2022,142,23,1195,1389
2022,143,0,348,104
2022,143,1,72,99
2022,143,2,72,80
2022,143,3,64,53
2022,143,4,126,106
2022,143,5,289,266
2022,143,6,933,530
2022,143,7,1709,1920
2022,143,8,1912,1812
2022,143,9,1829,1272
2022,143,10,1433,1534
2022,143,11,1179,976
2022,143,12,1462,1330
2022,143,13,1946,1499
2022,143,14,1756,2257
2022,143,15,2690,2728
2022,143,16,2927,2652
2022,143,17,3658,3096
2022,143,18,4303,3882
2022,143,19,3831,3264
2022,143,20,2494,2935
2022,143,21,2363,1937
2022,143,22,1947,1553
2022,143,23,1069,668
2022,144,0,157,391
2022,144,1,206,222
2022,144,2,91,67
2022,144,3,52,99
2022,144,4,63,95
2022,144,5,360,251
2022,144,6,970,704
2022,144,7,1521,1972
2022,144,8,1634,1669
2022,144,9,2163,1561
2022,144,10,1158,1402
2022,144,11,1536,1198
2022,144,12,1388,1439
2022,144,13,1675,1147
2022,144,14,1575,2021
2022,144,15,2833,2552
2022,144,16,2851,3298
2022,144,17,3854,3178
2022,144,18,4438,3681
2022,144,19,3327,3676
2022,144,20,2967,2188
2022,144,21,1782,1836
2022,144,22,1019,1450
2022,144,23,1110,716
2022,145,0,332,183
2022,145,1,147,199
2022,145,2,79,60
2022,145,3,95,86
2022,145,4,135,82
2022,145,5,247,380
2022,145,6,840,717
2022,145,7,1227,1932
2022,145,8,2237,2161
2022,145,9,1817,1418
2022,145,10,1092,1130
2022,145,11,1662,1606
2022,145,12,1223,1387
2022,145,13,1434,1659
2022,145,14,2409,1654
2022,145,15,2328,2215
2022,145,16,2889,2685
2022,145,17,3727,3601
2022,145,18,3613,4132
2022,145,19,3950,3755
2022,145,20,2352,2359
2022,145,21,2251,2073
2022,145,22,1172,1272
2022,145,23,1048,538
2022,146,0,360,116
2022,146,1,209,55
2022,146,2,64,75
2022,146,3,70,76
2022,146,4,84,146
2022,146,5,280,251
2022,146,6,600,754
2022,146,7,1738,1335
2022,146,8,2359,2074
2022,146,9,1836,1555
2022,146,10,1059,1687
2022,146,11,1065,1641
2022,146,12,1528,1309
2022,146,13,1882,1790
2022,146,14,2484,1801
2022,146,15,2798,2184
2022,146,16,2702,2811
2022,146,17,3825,3649
2022,146,18,3810,3749
2022,146,19,3466,3166
2022,146,20,2231,2524
2022,146,21,1533,2167
2022,146,22,1281,1197
2022,146,23,646,849
2022,147,0,307,193
2022,147,1,229,238
2022,147,2,65,82
2022,147,3,50,66
2022,147,4,143,108
2022,147,5,374,238
2022,147,6,783,871
2022,147,7,1781,1241
2022,147,8,1656,1771
2022,147,9,2184,1324
2022,147,10,1196,1452
2022,147,11,1025,1105
2022,147,12,1455,1371
2022,147,13,1159,1921
2022,147,14,1529,1994
2022,147,15,2298,2246
2022,147,16,3215,2591
2022,147,17,3208,3202
2022,147,18,4050,4082
2022,147,19,3050,3281
2022,147,20,2954,2236
2022,147,21,2364,2074
2022,147,22,1871,1732
2022,147,23,1232,594
2022,148,0,224,293
2022,148,1,229,181
2022,148,2,89,85
2022,148,3,91,92
2022,148,4,100,150
2022,148,5,325,260
2022,148,6,968,751
2022,148,7,1082,1471
2022,148,8,1532,1786
2022,148,9,2042,2198
2022,148,10,1383,1174
2022,148,11,1654,1404
2022,148,12,868,1030
2022,148,13,1379,1562
2022,148,14,1668,2247
2022,148,15,2516,2473
2022,148,16,3031,2865
2022,148,17,3480,3597
2022,148,18,3682,4278
2022,148,19,3377,3697
2022,148,20,2188,2965
2022,148,21,1511,1993
2022,148,22,1738,1444
2022,148,23,1425,1075
2022,149,0,229,355
2022,149,1,103,186
2022,149,2,90,51
2022,149,3,76,81
2022,149,4,126,125
2022,149,5,384,308
2022,149,6,920,549
2022,149,7,1670,1504
2022,149,8,2426,1651
2022,149,9,1465,1240
2022,149,10,1629,1616
2022,149,11,1309,1275
2022,149,12,1419,978
2022,149,13,1788,1735
2022,149,14,1791,2028
2022,149,15,2512,2819
2022,149,16,2873,2945
2022,149,17,3987,3631
2022,149,18,3970,3508
2022,149,19,3414,3975
2022,149,20,2966,2406
2022,149,21,1515,2045
2022,149,22,1238,1384
2022,149,23,678,1302
2022,150,0,275,396
2022,150,1,69,178
2022,150,2,79,97
2022,150,3,87,100
2022,150,4,92,105
2022,150,5,265,321
2022,150,6,714,982
2022,150,7,1700,1668
2022,150,8,1508,2463
2022,150,9,2158,1901
2022,150,10,1222,1577
2022,150,11,1691,1079
2022,150,12,1259,872
2022,150,13,1164,1255
2022,150,14,1854,2074
2022,150,15,2664,2708
2022,150,16,3243,3197
2022,150,17,3603,3091
2022,150,18,3752,4232
2022,150,19,3314,3199
2022,150,20,2440,2997
2022,150,21,2210,2354
2022,150,22,1820,1589
2022,150,23,1064,1087
2022,151,0,249,285
2022,151,1,125,246
2022,151,2,85,66
2022,151,3,90,91
2022,151,4,93,146
2022,151,5,346,348
2022,151,6,512,614
2022,151,7,1920,1185
2022,151,8,1919,1577
2022,151,9,1723,1596
2022,151,10,1092,1461
2022,151,11,1087,1611
2022,151,12,1557,831
2022,151,13,1521,1228
2022,151,14,1544,2488
2022,151,15,2644,2737
2022,151,16,3433,2577
2022,151,17,3895,3041
2022,151,18,3904,4075
2022,151,19,3876,3578
2022,151,20,2202,2786
2022,151,21,2121,1804
2022,151,22,1354,1416
2022,151,23,1227,1410
2022,152,0,153,361
2022,152,1,57,197
2022,152,2,58,64
2022,152,3,90,52
2022,152,4,65,51
2022,152,5,302,352
2022,152,6,969,673
2022,152,7,1567,1976
2022,152,8,2390,2118
2022,152,9,1924,1608
2022,152,10,1611,1173
2022,152,11,1035,1368
2022,152,12,989,1355
2022,152,13,1372,1036
2022,152,14,1520,2389
2022,152,15,2546,2611
2022,152,16,2669,2867
2022,152,17,3999,3500
2022,152,18,4037,4314
2022,152,19,3483,3448
2022,152,20,2111,2730
2022,152,21,1858,2423
2022,152,22,1703,1761
2022,152,23,824,1304
2022,153,0,231,346
2022,153,1,57,208
2022,153,2,79,78
2022,153,3,90,54
2022,153,4,149,144
2022,153,5,329,346
2022,153,6,641,871
2022,153,7,1784,1376
2022,153,8,1820,1902
2022,153,9,1250,1405
2022,153,10,1440,1383
2022,153,11,1214,1565
2022,153,12,1493,1181
2022,153,13,1698,1180
2022,153,14,2133,1632
2022,153,15,2733,2233
2022,153,16,3406,3469
2022,153,17,3401,3279
2022,153,18,3660,4380
2022,153,19,3867,3157
2022,153,20,2647,2896
2022,153,21,1818,1705
2022,153,22,1472,1178
2022,153,23,1199,758
2022,154,0,252,139
2022,154,1,87,105
2022,154,2,61,61
2022,154,3,73,70
2022,154,4,67,140
2022,154,5,232,337
2022,154,6,651,954
2022,154,7,1915,1923
2022,154,8,2189,2191
2022,154,9,1688,2068
2022,154,10,1266,1094
2022,154,11,991,1382
2022,154,12,809,855
2022,154,13,1744,1018
2022,154,14,2311,2034
2022,154,15,2233,2288
2022,154,16,3347,3441
2022,154,17,3766,3244
2022,154,18,4054,3547
2022,154,19,3594,3195
2022,154,20,2722,2740
2022,154,21,1889,2156
2022,154,22,1879,1015
2022,154,23,1288,1208
2022,155,0,296,185
2022,155,1,227,134
2022,155,2,55,62
2022,155,3,72,100
2022,155,4,53,70
2022,155,5,252,352
2022,155,6,966,935
2022,155,7,1346,1840
2022,155,8,1840,2418
2022,155,9,1616,1813
2022,155,10,1687,1479
2022,155,11,1149,1127
2022,155,12,1418,1086
2022,155,13,1983,1470
2022,155,14,2158,2411
2022,155,15,2738,2615
2022,155,16,3330,2970
2022,155,17,3038,3680
2022,155,18,3949,4104
2022,155,19,3051,3889
2022,155,20,2071,2519
2022,155,21,2039,2461
2022,155,22,1380,1256
2022,155,23,704,1104
2022,156,0,249,137
2022,156,1,169,75
2022,156,2,73,72
2022,156,3,58,71
2022,156,4,72,123
2022,156,5,212,224
2022,156,6,771,861
2022,156,7,1536,1086
2022,156,8,1801,1986
2022,156,9,2086,2041
2022,156,10,1455,1572
2022,156,11,1203,1218
2022,156,12,1577,855
2022,156,13,1131,1965
2022,156,14,2136,1872
2022,156,15,2708,2817
2022,156,16,3113,3263
2022,156,17,3221,3948
2022,156,18,4293,4234
2022,156,19,3904,3441
2022,156,20,2847,2928
2022,156,21,1515,1570
2022,156,22,1502,1139
2022,156,23,758,722
2022,157,0,215,127
2022,157,1,108,180
2022,157,2,70,89
2022,157,3,76,86
2022,157,4,95,144
2022,157,5,265,264
2022,157,6,792,962
2022,157,7,1045,1251
2022,157,8,1719,2252
2022,157,9,1630,1844
2022,157,10,1138,1518
2022,157,11,1269,991
2022,157,12,852,847
2022,157,13,1982,1812
2022,157,14,2146,2488
2022,157,15,2158,2503
2022,157,16,3310,2705
2022,157,17,3333,3665
2022,157,18,4100,3851
2022,157,19,3574,3316
2022,157,20,2389,2612
2022,157,21,2153,1739
2022,157,22,1920,1794
2022,157,23,722,567
2022,158,0,159,206
2022,158,1,203,94
2022,158,2,96,87
2022,158,3,71,63
2022,158,4,136,52
2022,158,5,375,310
2022,158,6,695,715
2022,158,7,1977,1544
2022,158,8,2118,2377
2022,158,9,2028,1423
2022,158,10,1261,1357
2022,158,11,1406,1568
2022,158,12,1492,1373
2022,158,13,1805,1699
2022,158,14,1737,1880
2022,158,15,2849,2118
2022,158,16,3244,2988
2022,158,17,3223,3486
2022,158,18,4324,3661
2022,158,19,3118,3457
2022,158,20,2410,2310
2022,158,21,2437,1723
2022,158,22,1007,1996
2022,158,23,877,1485
2022,159,0,146,117
2022,159,1,210,236
2022,159,2,95,95
2022,159,3,69,98
2022,159,4,134,102
2022,159,5,325,362
2022,159,6,912,816
2022,159,7,1627,1297
2022,159,8,2242,2226
2022,159,9,1905,1236
2022,159,10,1753,1047
2022,159,11,1666,1262
2022,159,12,1484,1455
2022,159,13,1103,1232
2022,159,14,1909,1839
2022,159,15,2655,2351
2022,159,16,2721,2764
2022,159,17,3769,3039
2022,159,18,3594,3806
2022,159,19,3354,3367
2022,159,20,2343,2978
2022,159,21,2447,1994
2022,159,22,1575,1625
2022,159,23,1069,652
2022,160,0,183,318
2022,160,1,170,67
2022,160,2,63,72
2022,160,3,50,76
2022,160,4,63,82
2022,160,5,363,264
2022,160,6,780,882
2022,160,7,1488,1688
2022,160,8,2026,2161
2022,160,9,1379,1424
2022,160,10,1172,1793
2022,160,11,1277,1422
2022,160,12,928,1483
2022,160,13,1637,1219
2022,160,14,1821,2408
2022,160,15,2970,2815
2022,160,16,3229,3000
2022,160,17,3539,3157
2022,160,18,3706,3879
2022,160,19,3742,3395
2022,160,20,2850,2652
2022,160,21,1643,1667
2022,160,22,1979,1653
2022,160,23,856,698
2022,161,0,141,137
2022,161,1,171,126
2022,161,2,98,56
2022,161,3,60,77
2022,161,4,143,119
2022,161,5,379,218
2022,161,6,553,752
2022,161,7,1116,1229
2022,161,8,2019,2080
2022,161,9,2173,1379
2022,161,10,1603,1686
2022,161,11,938,1210
2022,161,12,1499,1408
2022,161,13,1093,1529
2022,161,14,1500,1824
2022,161,15,2959,2940
2022,161,16,3423,2721
2022,161,17,3890,3622
2022,161,18,3779,3843
2022,161,19,3224,3945
2022,161,20,2884,2052
2022,161,21,2225,2454
2022,161,22,1257,1463
2022,161,23,1233,960
2022,162,0,327,357
2022,162,1,124,90
2022,162,2,69,85
2022,162,3,53,51
2022,162,4,121,72
2022,162,5,227,335
2022,162,6,909,748
2022,162,7,1676,1856
2022,162,8,2367,1631
2022,162,9,1728,1404
2022,162,10,1597,1067
2022,162,11,964,1350
2022,162,12,1206,1541
2022,162,13,1532,1367
2022,162,14,2389,1501
2022,162,15,2762,2843
2022,162,16,2831,2777
2022,162,17,3598,3617
2022,162,18,4054,4448
2022,162,19,3740,3840
2022,162,20,2093,2843
2022,162,21,2292,1871
2022,162,22,1848,1807
2022,162,23,1333,1424
2022,163,0,181,352
2022,163,1,231,74
2022,163,2,52,96
2022,163,3,66,78
2022,163,4,142,141
2022,163,5,386,350
2022,163,6,517,510
2022,163,7,1372,1331
2022,163,8,1758,1905
2022,163,9,1482,2169
2022,163,10,1117,1026
2022,163,11,1313,1193
2022,163,12,1133,1433
2022,163,13,1736,1841
2022,163,14,1662,2426
2022,163,15,2373,2536
2022,163,16,3407,3282
2022,163,17,3852,3518
2022,163,18,4238,3703
2022,163,19,3489,3927
2022,163,20,2383,2957
2022,163,21,2210,2111
2022,163,22,1189,1542
2022,163,23,1217,593
2022,164,0,381,288
2022,164,1,124,51
2022,164,2,79,72
2022,164,3,84,88
2022,164,4,107,123
2022,164,5,261,279
2022,164,6,695,684
2022,164,7,1975,1996
2022,164,8,1849,1704
2022,164,9,1601,1621
2022,164,10,1300,1425
2022,164,11,1139,1212
2022,164,12,888,837
2022,164,13,1176,1567
2022,164,14,1782,2341
2022,164,15,2211,2636
2022,164,16,2657,3073
2022,164,17,3844,3314
2022,164,18,4006,4364
2022,164,19,3993,3274
2022,164,20,2183,2517
2022,164,21,1567,2234
2022,164,22,1960,1614
2022,164,23,938,1308
2022,165,0,361,373
2022,165,1,103,130
2022,165,2,94,84
2022,165,3,70,78
2022,165,4,142,101
2022,165,5,369,264
2022,165,6,878,753
2022,165,7,1577,1191
2022,165,8,2312,2012
2022,165,9,1415,2149
2022,165,10,1719,1469
2022,165,11,1303,1125
2022,165,12,891,1099
2022,165,13,1252,1825
2022,165,14,2156,1620
2022,165,15,2114,2829
2022,165,16,2702,2542
2022,165,17,3251,3800
2022,165,18,4356,3911
2022,165,19,3485,3776
2022,165,20,2447,2817
2022,165,21,2370,1528
2022,165,22,1399,1517
2022,165,23,1304,1368
2022,166,0,192,188
2022,166,1,120,68
2022,166,2,67,72
2022,166,3,55,96
2022,166,4,114,102
2022,166,5,400,317
2022,166,6,510,728
2022,166,7,1463,1527
2022,166,8,1592,1501
2022,166,9,1290,1842
2022,166,10,1339,1053
2022,166,11,1106,1517
2022,166,12,1274,826
2022,166,13,1834,1860
2022,166,14,1813,1832
2022,166,15,2018,2371
2022,166,16,2657,3235
2022,166,17,3942,3679
2022,166,18,4110,4288
2022,166,19,3802,3820
2022,166,20,2956,2002
2022,166,21,2235,1769
2022,166,22,1336,1585
2022,166,23,1210,816
2022,167,0,221,143
2022,167,1,87,196
2022,167,2,56,67
2022,167,3,86,75
2022,167,4,85,87
2022,167,5,317,360
2022,167,6,899,760
2022,167,7,1128,1041
2022,167,8,2362,1772
2022,167,9,1304,2011
2022,167,10,1229,1776
2022,167,11,1689,1337
2022,167,12,1446,1144
2022,167,13,1230,1460
2022,167,14,1647,2190
2022,167,15,2851,2949
2022,167,16,3017,3390
2022,167,17,3844,3197
2022,167,18,4262,3686
2022,167,19,3732,3419
2022,167,20,2565,2607
2022,167,21,2151,2450
2022,167,22,1910,1214
2022,167,23,671,697
2022,168,0,193,284
2022,168,1,112,104
2022,168,2,70,64
2022,168,3,73,88
2022,168,4,64,138
2022,168,5,292,330
2022,168,6,509,675
2022,168,7,1144,1215
2022,168,8,2246,1974
2022,168,9,1804,1546
2022,168,10,1221,1279
2022,168,11,1431,1182
2022,168,12,1476,1075
2022,168,13,1914,1583
